time,open,high,low,close,tick_volume,spread,real_volume
2026-06-22 07:15:00+00:00,1.14545,1.14547,1.14538,1.14542,54,13,0
2026-06-22 07:16:00+00:00,1.14542,1.14545,1.14538,1.14544,46,13,0
2026-06-22 07:17:00+00:00,1.14543,1.14544,1.14537,1.14538,53,13,0
2026-06-22 07:18:00+00:00,1.14539,1.1454,1.14534,1.14535,42,13,0
2026-06-22 07:19:00+00:00,1.14534,1.14543,1.14534,1.14539,41,13,0
2026-06-22 07:20:00+00:00,1.1454,1.1454900000000001,1.1454,1.14547,51,13,0
2026-06-22 07:21:00+00:00,1.14547,1.1454900000000001,1.14541,1.14542,43,13,0
2026-06-22 07:22:00+00:00,1.14541,1.14554,1.14541,1.14552,42,13,0
2026-06-22 07:23:00+00:00,1.14551,1.14551,1.14542,1.14544,47,13,0
2026-06-22 07:24:00+00:00,1.14544,1.1454900000000001,1.14543,1.1454900000000001,28,13,0
2026-06-22 07:25:00+00:00,1.14548,1.14555,1.14548,1.14554,33,13,0
2026-06-22 07:26:00+00:00,1.14555,1.14561,1.14551,1.14552,52,13,0
2026-06-22 07:27:00+00:00,1.14552,1.14552,1.14544,1.14547,28,13,0
2026-06-22 07:28:00+00:00,1.14547,1.14555,1.14544,1.14554,37,13,0
2026-06-22 07:29:00+00:00,1.14554,1.14554,1.14548,1.1454900000000001,34,13,0
2026-06-22 07:30:00+00:00,1.1454900000000001,1.14556,1.14548,1.14554,29,13,0
2026-06-22 07:31:00+00:00,1.14554,1.14555,1.1454900000000001,1.14554,29,13,0
2026-06-22 07:32:00+00:00,1.14554,1.14556,1.1455,1.14551,33,13,0
2026-06-22 07:33:00+00:00,1.14551,1.14555,1.1455,1.14554,22,13,0
2026-06-22 07:34:00+00:00,1.14554,1.14554,1.14546,1.1455,35,13,0
2026-06-22 07:35:00+00:00,1.1455,1.14554,1.1455,1.1455,34,13,0
2026-06-22 07:36:00+00:00,1.14548,1.14554,1.14548,1.14548,42,13,0
2026-06-22 07:37:00+00:00,1.14548,1.14555,1.14545,1.14547,56,13,0
2026-06-22 07:38:00+00:00,1.14548,1.14555,1.14548,1.14553,57,13,0
2026-06-22 07:39:00+00:00,1.14553,1.14561,1.14553,1.1455899999999999,42,13,0
2026-06-22 07:40:00+00:00,1.14558,1.1455899999999999,1.14556,1.14556,34,13,0
2026-06-22 07:41:00+00:00,1.14556,1.14557,1.14547,1.14548,32,13,0
2026-06-22 07:42:00+00:00,1.14547,1.14552,1.14546,1.14547,60,13,0
2026-06-22 07:43:00+00:00,1.14547,1.1455,1.14546,1.14546,25,13,0
2026-06-22 07:44:00+00:00,1.14546,1.1455,1.14541,1.1455,39,13,0
2026-06-22 07:45:00+00:00,1.1454900000000001,1.1455,1.14543,1.14548,49,13,0
2026-06-22 07:46:00+00:00,1.14547,1.14564,1.14543,1.14562,99,13,0
2026-06-22 07:47:00+00:00,1.14562,1.14563,1.14538,1.14538,76,13,0
2026-06-22 07:48:00+00:00,1.14538,1.1454,1.14526,1.14527,61,13,0
2026-06-22 07:49:00+00:00,1.14527,1.14535,1.14527,1.14532,41,13,0
2026-06-22 07:50:00+00:00,1.14532,1.14535,1.14529,1.14535,50,13,0
2026-06-22 07:51:00+00:00,1.14535,1.1454,1.14534,1.14538,48,13,0
2026-06-22 07:52:00+00:00,1.14538,1.14544,1.14537,1.14543,37,13,0
2026-06-22 07:53:00+00:00,1.14543,1.14543,1.1454,1.14541,31,13,0
2026-06-22 07:54:00+00:00,1.14542,1.14542,1.14539,1.1454,22,13,0
2026-06-22 07:55:00+00:00,1.14539,1.14539,1.14527,1.14527,40,13,0
2026-06-22 07:56:00+00:00,1.14528,1.14534,1.14528,1.14533,30,13,0
2026-06-22 07:57:00+00:00,1.14533,1.14553,1.14533,1.1454900000000001,33,13,0
2026-06-22 07:58:00+00:00,1.1454900000000001,1.14554,1.14545,1.14545,45,13,0
2026-06-22 07:59:00+00:00,1.14545,1.14555,1.14545,1.14555,49,13,0
2026-06-22 08:00:00+00:00,1.14555,1.14558,1.14543,1.14548,50,13,0
2026-06-22 08:01:00+00:00,1.14548,1.14553,1.14547,1.14548,36,13,0
2026-06-22 08:02:00+00:00,1.14548,1.14554,1.14544,1.14554,32,13,0
2026-06-22 08:03:00+00:00,1.14552,1.14558,1.14551,1.14555,33,13,0
2026-06-22 08:04:00+00:00,1.14555,1.14561,1.14554,1.14558,46,13,0
2026-06-22 08:05:00+00:00,1.14557,1.14561,1.14553,1.14554,50,13,0
2026-06-22 08:06:00+00:00,1.14553,1.14554,1.14548,1.14552,47,13,0
2026-06-22 08:07:00+00:00,1.14553,1.14556,1.14547,1.1455,54,13,0
2026-06-22 08:08:00+00:00,1.1455,1.14555,1.1455,1.14553,50,13,0
2026-06-22 08:09:00+00:00,1.14554,1.14554,1.1454900000000001,1.14553,44,13,0
2026-06-22 08:10:00+00:00,1.14553,1.1456,1.14551,1.1455899999999999,41,13,0
2026-06-22 08:11:00+00:00,1.1455899999999999,1.14565,1.14555,1.14557,53,13,0
2026-06-22 08:12:00+00:00,1.14557,1.14561,1.14555,1.14558,38,13,0
2026-06-22 08:13:00+00:00,1.14558,1.14568,1.14557,1.14565,56,13,0
2026-06-22 08:14:00+00:00,1.14565,1.1457,1.14565,1.14567,38,13,0
2026-06-22 08:15:00+00:00,1.14567,1.14571,1.14561,1.14569,47,13,0
2026-06-22 08:16:00+00:00,1.14571,1.14571,1.14561,1.14564,47,13,0
2026-06-22 08:17:00+00:00,1.14565,1.14566,1.1455899999999999,1.14566,44,13,0
2026-06-22 08:18:00+00:00,1.14567,1.14568,1.14563,1.14566,42,13,0
2026-06-22 08:19:00+00:00,1.14566,1.14569,1.1456,1.14568,50,13,0
2026-06-22 08:20:00+00:00,1.14568,1.14569,1.14566,1.14568,49,13,0
2026-06-22 08:21:00+00:00,1.14568,1.14569,1.14562,1.14568,43,13,0
2026-06-22 08:22:00+00:00,1.14568,1.14574,1.14566,1.14571,44,13,0
2026-06-22 08:23:00+00:00,1.14571,1.14574,1.1457,1.14572,39,13,0
2026-06-22 08:24:00+00:00,1.14571,1.14575,1.14571,1.14574,27,13,0
2026-06-22 08:25:00+00:00,1.14573,1.1458,1.14573,1.14577,37,13,0
2026-06-22 08:26:00+00:00,1.14578,1.14584,1.14577,1.14579,57,13,0
2026-06-22 08:27:00+00:00,1.14578,1.14583,1.1457600000000001,1.14582,48,13,0
2026-06-22 08:28:00+00:00,1.14583,1.14584,1.1457600000000001,1.14578,52,13,0
2026-06-22 08:29:00+00:00,1.14577,1.1459,1.14577,1.14589,52,13,0
2026-06-22 08:30:00+00:00,1.14588,1.14595,1.14585,1.14585,71,13,0
2026-06-22 08:31:00+00:00,1.1458599999999999,1.14592,1.1458599999999999,1.1459,62,13,0
2026-06-22 08:32:00+00:00,1.1459,1.14598,1.14588,1.14598,45,13,0
2026-06-22 08:33:00+00:00,1.14598,1.146,1.14592,1.14593,55,13,0
2026-06-22 08:34:00+00:00,1.14594,1.14598,1.14592,1.14597,49,13,0
2026-06-22 08:35:00+00:00,1.14597,1.14608,1.14596,1.14607,53,13,0
2026-06-22 08:36:00+00:00,1.14606,1.14613,1.14605,1.14612,53,13,0
2026-06-22 08:37:00+00:00,1.14612,1.14623,1.14606,1.14622,63,13,0
2026-06-22 08:38:00+00:00,1.14623,1.14624,1.14613,1.14614,67,13,0
2026-06-22 08:39:00+00:00,1.14614,1.14617,1.14606,1.14607,50,13,0
2026-06-22 08:40:00+00:00,1.14607,1.14612,1.146,1.146,58,13,0
2026-06-22 08:41:00+00:00,1.14601,1.14601,1.14593,1.14594,64,13,0
2026-06-22 08:42:00+00:00,1.14594,1.14611,1.14591,1.1461000000000001,61,13,0
2026-06-22 08:43:00+00:00,1.1461000000000001,1.14614,1.14605,1.14611,41,13,0
2026-06-22 08:44:00+00:00,1.14611,1.14613,1.14604,1.14605,29,13,0
2026-06-22 08:45:00+00:00,1.14604,1.14604,1.14601,1.14603,34,13,0
2026-06-22 08:46:00+00:00,1.14603,1.14604,1.1458599999999999,1.14589,53,13,0
2026-06-22 08:47:00+00:00,1.1459,1.14592,1.14587,1.14587,68,13,0
2026-06-22 08:48:00+00:00,1.14587,1.14588,1.14577,1.14579,50,13,0
2026-06-22 08:49:00+00:00,1.14579,1.14592,1.14577,1.1459,48,13,0
2026-06-22 08:50:00+00:00,1.1459,1.14593,1.14582,1.14584,65,13,0
2026-06-22 08:51:00+00:00,1.14583,1.14589,1.1457600000000001,1.14587,56,13,0
2026-06-22 08:52:00+00:00,1.14587,1.14594,1.1458599999999999,1.14592,56,13,0
2026-06-22 08:53:00+00:00,1.14591,1.14595,1.1459,1.14593,63,13,0
